node_id,type,protein_id,gene_symbol,graph_degree,graph_weight,graph_lift,beta_phenotype,mean_log2_intensity,detection_rate,phenotype_difference,site,label
haploblock:chr22_22004012-22039828_cluster20,haploblock,,,,,,,,,,,chr22_22004012-22039828_cluster20
haploblock:chr22_44491834-44533808_cluster4,haploblock,,,,,,,,,,,chr22_44491834-44533808_cluster4
haploblock:chr22_47997555-48049142_cluster99,haploblock,,,,,,,,,,,chr22_47997555-48049142_cluster99
haploblock:chr22_20290948-20320756_cluster3,haploblock,,,,,,,,,,,chr22_20290948-20320756_cluster3
haploblock:chr22_20639180-20664837_cluster2,haploblock,,,,,,,,,,,chr22_20639180-20664837_cluster2
haploblock:chr22_20664837-20899293_cluster2,haploblock,,,,,,,,,,,chr22_20664837-20899293_cluster2
haploblock:chr22_37355281-37386898_cluster60,haploblock,,,,,,,,,,,chr22_37355281-37386898_cluster60
haploblock:chr22_48697982-48748191_cluster18,haploblock,,,,,,,,,,,chr22_48697982-48748191_cluster18
haploblock:chr22_22423583-22524402_cluster187,haploblock,,,,,,,,,,,chr22_22423583-22524402_cluster187
haploblock:chr22_22810398-22854292_cluster38,haploblock,,,,,,,,,,,chr22_22810398-22854292_cluster38
haploblock:chr22_22854292-22879507_cluster21,haploblock,,,,,,,,,,,chr22_22854292-22879507_cluster21
haploblock:chr22_23355114-23374984_cluster15,haploblock,,,,,,,,,,,chr22_23355114-23374984_cluster15
haploblock:chr22_23416457-23472786_cluster395,haploblock,,,,,,,,,,,chr22_23416457-23472786_cluster395
haploblock:chr22_30218448-30274592_cluster222,haploblock,,,,,,,,,,,chr22_30218448-30274592_cluster222
haploblock:chr22_45521571-45546494_cluster6,haploblock,,,,,,,,,,,chr22_45521571-45546494_cluster6
haploblock:chr22_23374984-23416457_cluster10,haploblock,,,,,,,,,,,chr22_23374984-23416457_cluster10
haploblock:chr22_48616504-48649986_cluster296,haploblock,,,,,,,,,,,chr22_48616504-48649986_cluster296
haploblock:chr22_48666756-48674907_cluster5,haploblock,,,,,,,,,,,chr22_48666756-48674907_cluster5
haploblock:chr22_26060666-26071416_cluster23,haploblock,,,,,,,,,,,chr22_26060666-26071416_cluster23
haploblock:chr22_26284739-26293669_cluster5,haploblock,,,,,,,,,,,chr22_26284739-26293669_cluster5
haploblock:chr22_27259943-27267287_cluster6,haploblock,,,,,,,,,,,chr22_27259943-27267287_cluster6
haploblock:chr22_43304000-43349923_cluster729,haploblock,,,,,,,,,,,chr22_43304000-43349923_cluster729
haploblock:chr22_37355281-37386898_cluster3,haploblock,,,,,,,,,,,chr22_37355281-37386898_cluster3
haploblock:chr22_40682469-40816704_cluster3,haploblock,,,,,,,,,,,chr22_40682469-40816704_cluster3
haploblock:chr22_46493826-46509245_cluster6,haploblock,,,,,,,,,,,chr22_46493826-46509245_cluster6
haploblock:chr22_46739093-46762438_cluster2,haploblock,,,,,,,,,,,chr22_46739093-46762438_cluster2
haploblock:chr22_45461240-45480586_cluster92,haploblock,,,,,,,,,,,chr22_45461240-45480586_cluster92
haploblock:chr22_42375220-42434570_cluster65,haploblock,,,,,,,,,,,chr22_42375220-42434570_cluster65
haploblock:chr22_42434570-42475676_cluster608,haploblock,,,,,,,,,,,chr22_42434570-42475676_cluster608
haploblock:chr22_43219862-43239201_cluster21,haploblock,,,,,,,,,,,chr22_43219862-43239201_cluster21
haploblock:chr22_43239201-43251410_cluster4,haploblock,,,,,,,,,,,chr22_43239201-43251410_cluster4
haploblock:chr22_43267728-43304000_cluster225,haploblock,,,,,,,,,,,chr22_43267728-43304000_cluster225
haploblock:chr22_44263132-44288496_cluster23,haploblock,,,,,,,,,,,chr22_44263132-44288496_cluster23
haploblock:chr22_44288496-44303006_cluster428,haploblock,,,,,,,,,,,chr22_44288496-44303006_cluster428
haploblock:chr22_45047275-45061875_cluster505,haploblock,,,,,,,,,,,chr22_45047275-45061875_cluster505
haploblock:chr22_46116729-46176998_cluster41,haploblock,,,,,,,,,,,chr22_46116729-46176998_cluster41
haploblock:chr22_45061875-45076203_cluster49,haploblock,,,,,,,,,,,chr22_45061875-45076203_cluster49
haploblock:chr22_47875259-47891202_cluster61,haploblock,,,,,,,,,,,chr22_47875259-47891202_cluster61
haploblock:chr22_47625237-47669224_cluster10,haploblock,,,,,,,,,,,chr22_47625237-47669224_cluster10
haploblock:chr22_47669224-47736510_cluster178,haploblock,,,,,,,,,,,chr22_47669224-47736510_cluster178
haploblock:chr22_47736510-47795000_cluster56,haploblock,,,,,,,,,,,chr22_47736510-47795000_cluster56
haploblock:chr22_49675891-49715343_cluster73,haploblock,,,,,,,,,,,chr22_49675891-49715343_cluster73
haploblock:chr22_17349065-17382179_cluster17,haploblock,,,,,,,,,,,chr22_17349065-17382179_cluster17
haploblock:chr22_17382179-17414153_cluster90,haploblock,,,,,,,,,,,chr22_17382179-17414153_cluster90
haploblock:chr22_17420471-17463955_cluster355,haploblock,,,,,,,,,,,chr22_17420471-17463955_cluster355
haploblock:chr22_17795362-17851807_cluster45,haploblock,,,,,,,,,,,chr22_17795362-17851807_cluster45
haploblock:chr22_19821351-19886686_cluster42,haploblock,,,,,,,,,,,chr22_19821351-19886686_cluster42
haploblock:chr22_25218191-25233065_cluster86,haploblock,,,,,,,,,,,chr22_25218191-25233065_cluster86
haploblock:chr22_30218448-30274592_cluster5,haploblock,,,,,,,,,,,chr22_30218448-30274592_cluster5
haploblock:chr22_43145214-43176240_cluster7,haploblock,,,,,,,,,,,chr22_43145214-43176240_cluster7
haploblock:chr22_47875259-47891202_cluster20,haploblock,,,,,,,,,,,chr22_47875259-47891202_cluster20
haploblock:chr22_22306953-22344671_cluster3,haploblock,,,,,,,,,,,chr22_22306953-22344671_cluster3
haploblock:chr22_47599748-47625237_cluster2,haploblock,,,,,,,,,,,chr22_47599748-47625237_cluster2
haploblock:chr22_22854292-22879507_cluster70,haploblock,,,,,,,,,,,chr22_22854292-22879507_cluster70
haploblock:chr22_23355114-23374984_cluster14,haploblock,,,,,,,,,,,chr22_23355114-23374984_cluster14
haploblock:chr22_34882112-34948328_cluster47,haploblock,,,,,,,,,,,chr22_34882112-34948328_cluster47
haploblock:chr22_44644582-44670538_cluster6,haploblock,,,,,,,,,,,chr22_44644582-44670538_cluster6
haploblock:chr22_46224519-46249251_cluster6,haploblock,,,,,,,,,,,chr22_46224519-46249251_cluster6
haploblock:chr22_49715343-49726702_cluster429,haploblock,,,,,,,,,,,chr22_49715343-49726702_cluster429
haploblock:chr22_19608021-19623032_cluster6,haploblock,,,,,,,,,,,chr22_19608021-19623032_cluster6
haploblock:chr22_19623032-19641214_cluster184,haploblock,,,,,,,,,,,chr22_19623032-19641214_cluster184
haploblock:chr22_19821351-19886686_cluster1,haploblock,,,,,,,,,,,chr22_19821351-19886686_cluster1
haploblock:chr22_19886686-19925060_cluster25,haploblock,,,,,,,,,,,chr22_19886686-19925060_cluster25
haploblock:chr22_21022574-21062587_cluster133,haploblock,,,,,,,,,,,chr22_21022574-21062587_cluster133
haploblock:chr22_36745061-36798723_cluster27,haploblock,,,,,,,,,,,chr22_36745061-36798723_cluster27
haploblock:chr22_21868030-22004012_cluster15,haploblock,,,,,,,,,,,chr22_21868030-22004012_cluster15
haploblock:chr22_33299764-33359267_cluster60,haploblock,,,,,,,,,,,chr22_33299764-33359267_cluster60
haploblock:chr22_22004012-22039828_cluster18,haploblock,,,,,,,,,,,chr22_22004012-22039828_cluster18
haploblock:chr22_22039828-22047705_cluster10,haploblock,,,,,,,,,,,chr22_22039828-22047705_cluster10
haploblock:chr22_32181456-32241161_cluster8,haploblock,,,,,,,,,,,chr22_32181456-32241161_cluster8
haploblock:chr22_34099461-34121170_cluster3,haploblock,,,,,,,,,,,chr22_34099461-34121170_cluster3
haploblock:chr22_37027101-37075250_cluster3,haploblock,,,,,,,,,,,chr22_37027101-37075250_cluster3
haploblock:chr22_25019754-25066667_cluster1,haploblock,,,,,,,,,,,chr22_25019754-25066667_cluster1
haploblock:chr22_39123775-39179317_cluster189,haploblock,,,,,,,,,,,chr22_39123775-39179317_cluster189
haploblock:chr22_34882112-34948328_cluster16,haploblock,,,,,,,,,,,chr22_34882112-34948328_cluster16
haploblock:chr22_26270093-26284739_cluster12,haploblock,,,,,,,,,,,chr22_26270093-26284739_cluster12
haploblock:chr22_26284739-26293669_cluster2,haploblock,,,,,,,,,,,chr22_26284739-26293669_cluster2
haploblock:chr22_26270093-26284739_cluster9,haploblock,,,,,,,,,,,chr22_26270093-26284739_cluster9
haploblock:chr22_33571700-33628113_cluster6,haploblock,,,,,,,,,,,chr22_33571700-33628113_cluster6
haploblock:chr22_37075250-37101553_cluster11,haploblock,,,,,,,,,,,chr22_37075250-37101553_cluster11
haploblock:chr22_26677587-26720644_cluster1,haploblock,,,,,,,,,,,chr22_26677587-26720644_cluster1
haploblock:chr22_42434570-42475676_cluster289,haploblock,,,,,,,,,,,chr22_42434570-42475676_cluster289
haploblock:chr22_49241707-49262630_cluster41,haploblock,,,,,,,,,,,chr22_49241707-49262630_cluster41
haploblock:chr22_49517573-49534275_cluster4,haploblock,,,,,,,,,,,chr22_49517573-49534275_cluster4
haploblock:chr22_27259943-27267287_cluster217,haploblock,,,,,,,,,,,chr22_27259943-27267287_cluster217
haploblock:chr22_44992621-45023023_cluster5,haploblock,,,,,,,,,,,chr22_44992621-45023023_cluster5
haploblock:chr22_27574483-27606491_cluster7,haploblock,,,,,,,,,,,chr22_27574483-27606491_cluster7
haploblock:chr22_27606491-27631167_cluster3,haploblock,,,,,,,,,,,chr22_27606491-27631167_cluster3
haploblock:chr22_44761333-44772968_cluster8,haploblock,,,,,,,,,,,chr22_44761333-44772968_cluster8
haploblock:chr22_36527111-36555805_cluster480,haploblock,,,,,,,,,,,chr22_36527111-36555805_cluster480
haploblock:chr22_43219862-43239201_cluster2,haploblock,,,,,,,,,,,chr22_43219862-43239201_cluster2
haploblock:chr22_44127670-44156872_cluster3,haploblock,,,,,,,,,,,chr22_44127670-44156872_cluster3
haploblock:chr22_49138659-49161412_cluster11,haploblock,,,,,,,,,,,chr22_49138659-49161412_cluster11
haploblock:chr22_43239201-43251410_cluster28,haploblock,,,,,,,,,,,chr22_43239201-43251410_cluster28
haploblock:chr22_44051606-44076464_cluster8,haploblock,,,,,,,,,,,chr22_44051606-44076464_cluster8
haploblock:chr22_44325913-44347315_cluster115,haploblock,,,,,,,,,,,chr22_44325913-44347315_cluster115
haploblock:chr22_44533808-44558955_cluster390,haploblock,,,,,,,,,,,chr22_44533808-44558955_cluster390
haploblock:chr22_49715343-49726702_cluster5,haploblock,,,,,,,,,,,chr22_49715343-49726702_cluster5
haploblock:chr22_46249251-46375373_cluster237,haploblock,,,,,,,,,,,chr22_46249251-46375373_cluster237
haploblock:chr22_46198741-46224519_cluster2,haploblock,,,,,,,,,,,chr22_46198741-46224519_cluster2
haploblock:chr22_49430759-49446708_cluster5,haploblock,,,,,,,,,,,chr22_49430759-49446708_cluster5
haploblock:chr22_47795000-47815791_cluster32,haploblock,,,,,,,,,,,chr22_47795000-47815791_cluster32
haploblock:chr22_50171475-50227431_cluster26,haploblock,,,,,,,,,,,chr22_50171475-50227431_cluster26
haploblock:chr22_17244492-17257431_cluster19,haploblock,,,,,,,,,,,chr22_17244492-17257431_cluster19
haploblock:chr22_47963676-47997555_cluster14,haploblock,,,,,,,,,,,chr22_47963676-47997555_cluster14
haploblock:chr22_17795362-17851807_cluster956,haploblock,,,,,,,,,,,chr22_17795362-17851807_cluster956
haploblock:chr22_46438932-46457205_cluster84,haploblock,,,,,,,,,,,chr22_46438932-46457205_cluster84
haploblock:chr22_20320756-20367930_cluster68,haploblock,,,,,,,,,,,chr22_20320756-20367930_cluster68
haploblock:chr22_38345691-38468508_cluster33,haploblock,,,,,,,,,,,chr22_38345691-38468508_cluster33
haploblock:chr22_42434570-42475676_cluster99,haploblock,,,,,,,,,,,chr22_42434570-42475676_cluster99
haploblock:chr22_43429411-43471880_cluster88,haploblock,,,,,,,,,,,chr22_43429411-43471880_cluster88
haploblock:chr22_20205063-20229336_cluster1,haploblock,,,,,,,,,,,chr22_20205063-20229336_cluster1
haploblock:chr22_25755364-25769547_cluster2,haploblock,,,,,,,,,,,chr22_25755364-25769547_cluster2
haploblock:chr22_26549322-26578207_cluster14,haploblock,,,,,,,,,,,chr22_26549322-26578207_cluster14
haploblock:chr22_34403531-34464592_cluster11,haploblock,,,,,,,,,,,chr22_34403531-34464592_cluster11
haploblock:chr22_36527111-36555805_cluster38,haploblock,,,,,,,,,,,chr22_36527111-36555805_cluster38
haploblock:chr22_45611743-45746785_cluster26,haploblock,,,,,,,,,,,chr22_45611743-45746785_cluster26
haploblock:chr22_48983254-49024317_cluster215,haploblock,,,,,,,,,,,chr22_48983254-49024317_cluster215
haploblock:chr22_49310363-49333633_cluster10,haploblock,,,,,,,,,,,chr22_49310363-49333633_cluster10
haploblock:chr22_49492624-49517573_cluster22,haploblock,,,,,,,,,,,chr22_49492624-49517573_cluster22
haploblock:chr22_33259027-33299764_cluster4,haploblock,,,,,,,,,,,chr22_33259027-33299764_cluster4
haploblock:chr22_45861015-45898320_cluster1,haploblock,,,,,,,,,,,chr22_45861015-45898320_cluster1
haploblock:chr22_27061731-27091280_cluster503,haploblock,,,,,,,,,,,chr22_27061731-27091280_cluster503
haploblock:chr22_46418842-46438932_cluster52,haploblock,,,,,,,,,,,chr22_46418842-46438932_cluster52
haploblock:chr22_22047705-22083318_cluster8,haploblock,,,,,,,,,,,chr22_22047705-22083318_cluster8
haploblock:chr22_26970187-26999263_cluster90,haploblock,,,,,,,,,,,chr22_26970187-26999263_cluster90
haploblock:chr22_27166948-27240185_cluster1608,haploblock,,,,,,,,,,,chr22_27166948-27240185_cluster1608
haploblock:chr22_36318590-36352948_cluster5,haploblock,,,,,,,,,,,chr22_36318590-36352948_cluster5
haploblock:chr22_25953967-25984066_cluster1,haploblock,,,,,,,,,,,chr22_25953967-25984066_cluster1
haploblock:chr22_25984066-26024448_cluster453,haploblock,,,,,,,,,,,chr22_25984066-26024448_cluster453
haploblock:chr22_27751201-27774178_cluster6,haploblock,,,,,,,,,,,chr22_27751201-27774178_cluster6
haploblock:chr22_37447223-37510682_cluster326,haploblock,,,,,,,,,,,chr22_37447223-37510682_cluster326
haploblock:chr22_49408121-49430759_cluster32,haploblock,,,,,,,,,,,chr22_49408121-49430759_cluster32
haploblock:chr22_37124185-37147116_cluster13,haploblock,,,,,,,,,,,chr22_37124185-37147116_cluster13
haploblock:chr22_33044905-33086126_cluster5,haploblock,,,,,,,,,,,chr22_33044905-33086126_cluster5
haploblock:chr22_33827023-33873503_cluster9,haploblock,,,,,,,,,,,chr22_33827023-33873503_cluster9
haploblock:chr22_34975718-35004794_cluster4,haploblock,,,,,,,,,,,chr22_34975718-35004794_cluster4
haploblock:chr22_40132216-40418590_cluster295,haploblock,,,,,,,,,,,chr22_40132216-40418590_cluster295
haploblock:chr22_42375220-42434570_cluster89,haploblock,,,,,,,,,,,chr22_42375220-42434570_cluster89
haploblock:chr22_43102108-43121899_cluster35,haploblock,,,,,,,,,,,chr22_43102108-43121899_cluster35
haploblock:chr22_44166469-44185056_cluster51,haploblock,,,,,,,,,,,chr22_44166469-44185056_cluster51
haploblock:chr22_42434570-42475676_cluster2,haploblock,,,,,,,,,,,chr22_42434570-42475676_cluster2
haploblock:chr22_44263132-44288496_cluster46,haploblock,,,,,,,,,,,chr22_44263132-44288496_cluster46
haploblock:chr22_44696863-44709627_cluster3,haploblock,,,,,,,,,,,chr22_44696863-44709627_cluster3
haploblock:chr22_48280360-48299933_cluster223,haploblock,,,,,,,,,,,chr22_48280360-48299933_cluster223
haploblock:chr22_48131182-48149450_cluster13,haploblock,,,,,,,,,,,chr22_48131182-48149450_cluster13
haploblock:chr22_48256183-48280360_cluster10,haploblock,,,,,,,,,,,chr22_48256183-48280360_cluster10
haploblock:chr22_17099658-17118145_cluster101,haploblock,,,,,,,,,,,chr22_17099658-17118145_cluster101
haploblock:chr22_44022564-44051606_cluster16,haploblock,,,,,,,,,,,chr22_44022564-44051606_cluster16
haploblock:chr22_17257431-17286047_cluster110,haploblock,,,,,,,,,,,chr22_17257431-17286047_cluster110
haploblock:chr22_22004012-22039828_cluster17,haploblock,,,,,,,,,,,chr22_22004012-22039828_cluster17
haploblock:chr22_26396610-26414516_cluster5,haploblock,,,,,,,,,,,chr22_26396610-26414516_cluster5
haploblock:chr22_17382179-17414153_cluster23,haploblock,,,,,,,,,,,chr22_17382179-17414153_cluster23
haploblock:chr22_27606491-27631167_cluster5,haploblock,,,,,,,,,,,chr22_27606491-27631167_cluster5
haploblock:chr22_32156952-32181456_cluster28,haploblock,,,,,,,,,,,chr22_32156952-32181456_cluster28
haploblock:chr22_44127670-44156872_cluster94,haploblock,,,,,,,,,,,chr22_44127670-44156872_cluster94
haploblock:chr22_44772968-44791710_cluster1,haploblock,,,,,,,,,,,chr22_44772968-44791710_cluster1
haploblock:chr22_48440418-48460740_cluster51,haploblock,,,,,,,,,,,chr22_48440418-48460740_cluster51
haploblock:chr22_48866772-48889773_cluster103,haploblock,,,,,,,,,,,chr22_48866772-48889773_cluster103
haploblock:chr22_17795362-17851807_cluster243,haploblock,,,,,,,,,,,chr22_17795362-17851807_cluster243
haploblock:chr22_20961195-20968216_cluster13,haploblock,,,,,,,,,,,chr22_20961195-20968216_cluster13
haploblock:chr22_47795000-47815791_cluster148,haploblock,,,,,,,,,,,chr22_47795000-47815791_cluster148
haploblock:chr22_47150007-47171844_cluster11,haploblock,,,,,,,,,,,chr22_47150007-47171844_cluster11
haploblock:chr22_24495387-24587296_cluster10,haploblock,,,,,,,,,,,chr22_24495387-24587296_cluster10
haploblock:chr22_30473070-30559334_cluster1,haploblock,,,,,,,,,,,chr22_30473070-30559334_cluster1
haploblock:chr22_30874551-31042595_cluster32,haploblock,,,,,,,,,,,chr22_30874551-31042595_cluster32
haploblock:chr22_36208559-36238986_cluster1,haploblock,,,,,,,,,,,chr22_36208559-36238986_cluster1
haploblock:chr22_36527111-36555805_cluster68,haploblock,,,,,,,,,,,chr22_36527111-36555805_cluster68
haploblock:chr22_42434570-42475676_cluster3,haploblock,,,,,,,,,,,chr22_42434570-42475676_cluster3
haploblock:chr22_43076056-43102108_cluster49,haploblock,,,,,,,,,,,chr22_43076056-43102108_cluster49
haploblock:chr22_48149450-48195632_cluster267,haploblock,,,,,,,,,,,chr22_48149450-48195632_cluster267
haploblock:chr22_48962941-48975351_cluster30,haploblock,,,,,,,,,,,chr22_48962941-48975351_cluster30
haploblock:chr22_49138659-49161412_cluster17,haploblock,,,,,,,,,,,chr22_49138659-49161412_cluster17
haploblock:chr22_49446708-49455747_cluster43,haploblock,,,,,,,,,,,chr22_49446708-49455747_cluster43
haploblock:chr22_49675891-49715343_cluster4,haploblock,,,,,,,,,,,chr22_49675891-49715343_cluster4
haploblock:chr22_24898544-24977424_cluster25,haploblock,,,,,,,,,,,chr22_24898544-24977424_cluster25
haploblock:chr22_36060254-36137894_cluster28,haploblock,,,,,,,,,,,chr22_36060254-36137894_cluster28
haploblock:chr22_49241707-49262630_cluster44,haploblock,,,,,,,,,,,chr22_49241707-49262630_cluster44
haploblock:chr22_47997555-48049142_cluster13,haploblock,,,,,,,,,,,chr22_47997555-48049142_cluster13
haploblock:chr22_49430759-49446708_cluster55,haploblock,,,,,,,,,,,chr22_49430759-49446708_cluster55
haploblock:chr22_26884663-26902257_cluster32,haploblock,,,,,,,,,,,chr22_26884663-26902257_cluster32
haploblock:chr22_27473414-27500947_cluster16,haploblock,,,,,,,,,,,chr22_27473414-27500947_cluster16
haploblock:chr22_30559334-30585088_cluster39,haploblock,,,,,,,,,,,chr22_30559334-30585088_cluster39
haploblock:chr22_34007359-34099461_cluster61,haploblock,,,,,,,,,,,chr22_34007359-34099461_cluster61
haploblock:chr22_31942200-32156952_cluster432,haploblock,,,,,,,,,,,chr22_31942200-32156952_cluster432
haploblock:chr22_32272540-32332036_cluster4,haploblock,,,,,,,,,,,chr22_32272540-32332036_cluster4
haploblock:chr22_36630948-36681598_cluster6,haploblock,,,,,,,,,,,chr22_36630948-36681598_cluster6
haploblock:chr22_36745061-36798723_cluster73,haploblock,,,,,,,,,,,chr22_36745061-36798723_cluster73
haploblock:chr22_45023023-45047275_cluster1,haploblock,,,,,,,,,,,chr22_45023023-45047275_cluster1
haploblock:chr22_49241707-49262630_cluster3,haploblock,,,,,,,,,,,chr22_49241707-49262630_cluster3
haploblock:chr22_48687200-48697982_cluster417,haploblock,,,,,,,,,,,chr22_48687200-48697982_cluster417
haploblock:chr22_49492624-49517573_cluster47,haploblock,,,,,,,,,,,chr22_49492624-49517573_cluster47
haploblock:chr22_17779751-17795362_cluster25,haploblock,,,,,,,,,,,chr22_17779751-17795362_cluster25
haploblock:chr22_19773105-19821351_cluster36,haploblock,,,,,,,,,,,chr22_19773105-19821351_cluster36
haploblock:chr22_19821351-19886686_cluster43,haploblock,,,,,,,,,,,chr22_19821351-19886686_cluster43
haploblock:chr22_20414601-20501410_cluster113,haploblock,,,,,,,,,,,chr22_20414601-20501410_cluster113
haploblock:chr22_44307622-44325913_cluster182,haploblock,,,,,,,,,,,chr22_44307622-44325913_cluster182
haploblock:chr22_26884663-26902257_cluster6,haploblock,,,,,,,,,,,chr22_26884663-26902257_cluster6
haploblock:chr22_19641214-19652459_cluster4,haploblock,,,,,,,,,,,chr22_19641214-19652459_cluster4
haploblock:chr22_27299096-27335333_cluster1,haploblock,,,,,,,,,,,chr22_27299096-27335333_cluster1
haploblock:chr22_32779763-32844047_cluster5,haploblock,,,,,,,,,,,chr22_32779763-32844047_cluster5
haploblock:chr22_33540489-33571700_cluster187,haploblock,,,,,,,,,,,chr22_33540489-33571700_cluster187
haploblock:chr22_35241710-35335101_cluster343,haploblock,,,,,,,,,,,chr22_35241710-35335101_cluster343
haploblock:chr22_36527111-36555805_cluster8,haploblock,,,,,,,,,,,chr22_36527111-36555805_cluster8
haploblock:chr22_39123775-39179317_cluster216,haploblock,,,,,,,,,,,chr22_39123775-39179317_cluster216
haploblock:chr22_39980379-40032702_cluster10,haploblock,,,,,,,,,,,chr22_39980379-40032702_cluster10
haploblock:chr22_48299933-48318300_cluster12,haploblock,,,,,,,,,,,chr22_48299933-48318300_cluster12
haploblock:chr22_19623032-19641214_cluster8,haploblock,,,,,,,,,,,chr22_19623032-19641214_cluster8
haploblock:chr22_19699265-19729797_cluster4,haploblock,,,,,,,,,,,chr22_19699265-19729797_cluster4
haploblock:chr22_25218191-25233065_cluster3,haploblock,,,,,,,,,,,chr22_25218191-25233065_cluster3
haploblock:chr22_49241707-49262630_cluster341,haploblock,,,,,,,,,,,chr22_49241707-49262630_cluster341
haploblock:chr22_25019754-25066667_cluster38,haploblock,,,,,,,,,,,chr22_25019754-25066667_cluster38
haploblock:chr22_34589089-34743749_cluster3,haploblock,,,,,,,,,,,chr22_34589089-34743749_cluster3
haploblock:chr22_22854292-22879507_cluster1,haploblock,,,,,,,,,,,chr22_22854292-22879507_cluster1
haploblock:chr22_45502117-45521571_cluster15,haploblock,,,,,,,,,,,chr22_45502117-45521571_cluster15
haploblock:chr22_32156952-32181456_cluster5,haploblock,,,,,,,,,,,chr22_32156952-32181456_cluster5
haploblock:chr22_44791710-44821141_cluster29,haploblock,,,,,,,,,,,chr22_44791710-44821141_cluster29
haploblock:chr22_50171475-50227431_cluster196,haploblock,,,,,,,,,,,chr22_50171475-50227431_cluster196
haploblock:chr22_47875259-47891202_cluster4,haploblock,,,,,,,,,,,chr22_47875259-47891202_cluster4
haploblock:chr22_25953967-25984066_cluster14,haploblock,,,,,,,,,,,chr22_25953967-25984066_cluster14
haploblock:chr22_47257518-47285160_cluster34,haploblock,,,,,,,,,,,chr22_47257518-47285160_cluster34
haploblock:chr22_27631167-27642389_cluster168,haploblock,,,,,,,,,,,chr22_27631167-27642389_cluster168
haploblock:chr22_32987578-33044905_cluster55,haploblock,,,,,,,,,,,chr22_32987578-33044905_cluster55
haploblock:chr22_33628113-33670860_cluster43,haploblock,,,,,,,,,,,chr22_33628113-33670860_cluster43
haploblock:chr22_47963676-47997555_cluster2,haploblock,,,,,,,,,,,chr22_47963676-47997555_cluster2
haploblock:chr22_44005142-44022564_cluster231,haploblock,,,,,,,,,,,chr22_44005142-44022564_cluster231
haploblock:chr22_26644382-26677587_cluster4,haploblock,,,,,,,,,,,chr22_26644382-26677587_cluster4
haploblock:chr22_35647540-35695363_cluster47,haploblock,,,,,,,,,,,chr22_35647540-35695363_cluster47
haploblock:chr22_17510346-17565024_cluster181,haploblock,,,,,,,,,,,chr22_17510346-17565024_cluster181
haploblock:chr22_39013374-39091660_cluster66,haploblock,,,,,,,,,,,chr22_39013374-39091660_cluster66
haploblock:chr22_17851807-17897315_cluster2,haploblock,,,,,,,,,,,chr22_17851807-17897315_cluster2
haploblock:chr22_49715343-49726702_cluster28,haploblock,,,,,,,,,,,chr22_49715343-49726702_cluster28
haploblock:chr22_19652459-19674207_cluster87,haploblock,,,,,,,,,,,chr22_19652459-19674207_cluster87
haploblock:chr22_21868030-22004012_cluster99,haploblock,,,,,,,,,,,chr22_21868030-22004012_cluster99
haploblock:chr22_25019754-25066667_cluster142,haploblock,,,,,,,,,,,chr22_25019754-25066667_cluster142
haploblock:chr22_44992621-45023023_cluster3,haploblock,,,,,,,,,,,chr22_44992621-45023023_cluster3
haploblock:chr22_48697982-48748191_cluster173,haploblock,,,,,,,,,,,chr22_48697982-48748191_cluster173
haploblock:chr22_24748945-24813410_cluster2,haploblock,,,,,,,,,,,chr22_24748945-24813410_cluster2
haploblock:chr22_27751201-27774178_cluster55,haploblock,,,,,,,,,,,chr22_27751201-27774178_cluster55
haploblock:chr22_44288496-44303006_cluster9,haploblock,,,,,,,,,,,chr22_44288496-44303006_cluster9
haploblock:chr22_21747835-21868030_cluster141,haploblock,,,,,,,,,,,chr22_21747835-21868030_cluster141
haploblock:chr22_22385243-22400730_cluster31,haploblock,,,,,,,,,,,chr22_22385243-22400730_cluster31
haploblock:chr22_25984066-26024448_cluster75,haploblock,,,,,,,,,,,chr22_25984066-26024448_cluster75
haploblock:chr22_25233065-25249900_cluster165,haploblock,,,,,,,,,,,chr22_25233065-25249900_cluster165
haploblock:chr22_36527111-36555805_cluster28,haploblock,,,,,,,,,,,chr22_36527111-36555805_cluster28
haploblock:chr22_26323043-26341714_cluster2,haploblock,,,,,,,,,,,chr22_26323043-26341714_cluster2
haploblock:chr22_47875259-47891202_cluster9,haploblock,,,,,,,,,,,chr22_47875259-47891202_cluster9
haploblock:chr22_46224519-46249251_cluster1,haploblock,,,,,,,,,,,chr22_46224519-46249251_cluster1
haploblock:chr22_35467079-35492611_cluster35,haploblock,,,,,,,,,,,chr22_35467079-35492611_cluster35
haploblock:chr22_48534407-48551127_cluster5,haploblock,,,,,,,,,,,chr22_48534407-48551127_cluster5
haploblock:chr22_47257518-47285160_cluster910,haploblock,,,,,,,,,,,chr22_47257518-47285160_cluster910
haploblock:chr22_47963676-47997555_cluster25,haploblock,,,,,,,,,,,chr22_47963676-47997555_cluster25
haploblock:chr22_42478767-42627529_cluster191,haploblock,,,,,,,,,,,chr22_42478767-42627529_cluster191
haploblock:chr22_48086646-48105541_cluster11,haploblock,,,,,,,,,,,chr22_48086646-48105541_cluster11
haploblock:chr22_44709627-44721676_cluster3,haploblock,,,,,,,,,,,chr22_44709627-44721676_cluster3
haploblock:chr22_45047275-45061875_cluster192,haploblock,,,,,,,,,,,chr22_45047275-45061875_cluster192
haploblock:chr22_18059257-18077804_cluster608,haploblock,,,,,,,,,,,chr22_18059257-18077804_cluster608
